행정구,행정동,갈비/삼겹살,닭/오리요리,분식,양식,유흥주점,일식/수산물,제과제빵떡케익,커피점/카페,패스트푸드,한식/백반/한정식,총생활인구수_평일,10대 미만 생활인구_평일,10대 생활인구_평일,20~30대 생활인구_평일,40~50대 생활인구_평일,60대 생활인구_평일,70대 이상 생활인구_평일,총생활인구수_주말,10대 미만 생활인구_주말,10대 생활인구_주말,20~30대 생활인구_주말,40~50대 생활인구_주말,60대 생활인구_주말,70대 이상 생활인구_주말,대학교(전체),일반대학,온라인대학,초중고(전체),초등학교,중학교,고등학교,총인구수,총가구수,가구당인구수,평균소득금액,상권변화지표,운영점포영업개월,폐업점포영업개월,10대 미만,10대,20 ~ 30대,40 ~ 50대,60대,70대 이상,총인구,역(전체),역(환승역)
동작구,신대방1동,3,10,19,6,14,11,12,25,5,33,448757.2999,27977.93031,43121.41736,134643.7724,143989.4271,50291.86054,48732.89302,473210.0871,28226.18529,43077.61731,147030.4703,153232.1214,52172.86928,49470.8202,0,0,0,2,1,1,0,26603,10933,2.43,5184.02,HL,131.0,53.0,1450,2356,6849,8408,3351,2574,24988,1,0
동작구,신대방2동,8,8,23,13,10,23,11,62,17,31,610391.8867,40210.99413,45887.1118,206293.6512,192022.9561,58726.68541,67250.4883,567930.0951,39160.67915,47241.84635,191858.2732,169721.8056,55974.23314,63973.25983,0,0,0,3,1,1,1,19902,9032,2.2,5184.02,LL,119.0,55.0,1554,1845,7702,6653,2431,2313,22498,2,0
관악구,보라매동,9,10,15,14,23,25,18,50,12,66,408596.166,22080.69251,26729.09985,154742.5539,119012.9,39819.33838,46211.57971,401386.3041,18981.51493,24263.91208,155614.2211,116602.3196,40277.00555,45647.32909,0,0,0,3,1,1,1,24550,11887,2.07,4913.29,LL,114.0,54.0,1035,1394,9065,6740,3395,3111,24740,1,0
관악구,청림동,3,3,7,9,5,4,8,8,3,20,262948.8087,27616.91369,22199.10686,71867.69333,79500.23289,28341.87823,33422.98305,280417.5459,28473.62289,23711.78516,78642.61694,87220.32388,28954.86531,33414.33228,0,0,0,0,0,0,0,15090,5991,2.52,4913.29,LH,102.0,57.0,1131,1132,4189,4732,1975,1925,15084,0,0
관악구,성현동,2,8,8,11,3,10,3,15,3,22,510660.1429,49820.12614,59368.5421,121954.53,157743.1613,55365.14155,66408.64098,553096.4578,46669.3964,60044.49665,139714.9776,180174.2938,58019.44708,68473.84534,0,0,0,4,2,1,1,29228,11633,2.51,4913.29,LL,109.0,52.0,1715,2740,7277,9538,3998,3699,28967,0,0
관악구,행운동,4,14,22,19,36,19,9,59,15,45,549735.8893,35089.63776,36507.88803,237110.3016,137473.114,49311.76472,54243.18371,572129.3294,27579.52809,32580.60103,263344.4443,143789.643,49907.56649,54927.5464,0,0,0,5,2,2,1,29334,16772,1.75,4913.29,HL,122.0,54.0,970,1318,14112,7095,3259,2987,29741,0,0
관악구,낙성대동,21,11,17,50,50,32,6,70,7,87,583868.64,22269.56825,61788.64353,307654.3756,121099.576,34780.85518,36275.6216,606333.1552,23404.46044,53980.61349,331272.3381,123768.9919,36749.31115,37157.44263,1,1,0,1,1,0,0,21560,10219,2.11,4913.29,LL,101.0,54.0,573,828,10030,3689,1402,1416,17938,0,0
관악구,청룡동,7,15,37,18,36,24,13,61,14,70,898333.2434,29069.43597,56665.63829,446372.3076,208204.4083,75238.8992,82782.55344,934366.7757,28598.81883,50555.09215,485378.8184,212438.0897,74979.14369,82416.81386,0,0,0,8,2,2,4,35927,21728,1.65,4913.29,LL,117.0,52.0,1178,1634,19551,8073,3422,3160,37018,1,0
관악구,은천동,11,28,22,12,19,21,8,38,15,69,658292.9777,47984.30585,50454.01053,212935.0939,193595.3268,72894.44855,80429.79117,690153.4731,45802.21361,52205.62414,235108.9869,204615.2001,72973.09793,79448.34628,0,0,0,2,1,0,1,33810,15191,2.23,4913.29,LL,116.0,52.0,1795,2632,10407,9922,4430,4039,33225,1,0
관악구,중앙동,5,7,11,4,22,20,6,27,10,44,361015.5151,13171.63456,20218.62413,164524.3075,93511.3925,32050.0955,37539.46061,388808.8287,14522.13356,23899.28518,182334.5774,98212.90954,32504.88605,37335.03885,0,0,0,1,1,0,0,15426,9235,1.67,4913.29,LL,119.0,52.0,386,561,7940,3528,1668,1647,15730,0,0
관악구,인헌동,4,25,31,6,16,15,7,29,11,41,577668.9784,32680.7698,43554.46344,241921.9584,150702.5768,51577.97811,57231.23327,608821.9802,31291.22006,40214.32704,265205.8616,162609.8428,52944.81624,56555.91011,0,0,0,2,0,1,1,25803,13438,1.92,4913.29,LL,116.0,55.0,960,1431,11182,6893,3008,2725,26199,1,0
관악구,남현동,4,5,12,5,25,13,8,24,10,36,552723.0575,37215.46045,31204.31075,209074.5309,153413.537,61919.7988,59895.41981,578588.6224,41656.35238,34482.09478,223987.4353,154924.8403,63627.00938,59910.88973,0,0,0,1,1,0,0,17855,8737,2.04,6846.29,LH,118.0,58.0,815,781,7696,4758,2288,1899,18237,0,0
관악구,서원동,6,15,22,12,65,13,9,47,18,57,503764.0096,15792.21664,22732.0604,248038.5031,124427.1464,44895.22995,47878.85399,558401.7297,20242.29311,27880.4222,284589.8714,131332.863,45987.86099,48368.41746,0,0,0,1,0,1,0,22994,13441,1.71,5017.06,LH,119.0,57.0,583,801,11771,5624,2562,2242,23583,3,2
관악구,신원동,5,11,27,7,17,11,10,27,8,43,383921.6397,12018.51717,18268.75387,175222.4524,100621.8906,36251.69717,41538.32842,428788.4861,11161.64661,19165.93999,206251.1671,110726.5166,38656.20921,42827.00979,0,0,0,1,1,0,0,19223,10799,1.78,5017.06,LL,117.0,52.0,509,772,8030,4824,2317,2264,18716,0,0
관악구,서림동,8,10,15,11,12,10,3,28,10,35,400880.2857,15317.40582,20881.19124,184813.4038,103967.6572,35809.938,40090.68934,432763.6631,17014.40384,23940.11324,201247.0586,112741.5006,36914.36224,40906.22438,0,0,0,2,1,1,0,23429,13420,1.75,5017.06,LH,116.0,57.0,684,1094,10928,6255,2738,2395,24094,1,0
관악구,신사동,9,11,23,12,32,17,10,41,11,54,482483.5607,16877.35841,26068.62805,205621.274,132537.4618,49097.04609,52281.79449,518093.5535,18085.39424,28102.48885,229661.0912,138540.0082,50295.68945,53408.88206,0,0,0,1,1,0,0,26454,14549,1.82,11515.64333,LL,115.0,50.0,819,1096,10664,6841,2948,2471,24839,0,0
관악구,신림동,23,14,26,18,100,33,14,61,11,81,657756.2062,12391.20832,22423.37847,373874.9159,154296.624,48284.34574,46485.7331,728454.7203,20770.22468,29262.4589,428088.3491,156464.2778,48028.06439,45841.34409,0,0,0,0,0,0,0,22325,16171,1.38,5017.06,LL,118.0,51.0,328,493,15651,4552,1509,1333,23866,1,0
관악구,난향동,0,4,6,1,5,2,5,8,4,6,233696.6939,26551.06075,23119.34539,46894.9116,80247.44451,27903.31827,28980.61295,258528.2782,27255.57998,25877.95843,54517.23323,91520.5098,29016.84689,30340.15065,0,0,0,1,1,0,0,15208,5806,2.62,5017.06,LL,100.0,54.0,1027,1390,3361,5367,2150,1885,15180,0,0
관악구,조원동,11,12,24,10,49,20,10,34,10,64,696264.2516,17609.27563,23865.32345,306073.3901,226385.2279,67284.20365,55046.83094,653666.8237,20996.72949,28239.68615,289132.1886,195744.0278,64713.12903,54841.06385,0,0,0,1,1,0,0,19553,10867,1.8,5017.06,HL,134.0,51.0,683,832,8200,5319,2477,1934,19445,0,0
관악구,대학동,6,21,44,29,31,23,9,47,23,94,863187.2213,24490.71025,63469.76828,467668.1797,198476.5295,53875.00689,55207.02746,693563.7757,21772.07169,35733.03425,345666.9248,181531.401,53231.80394,55628.54271,0,0,0,5,1,1,3,23656,14729,1.61,5017.06,LL,116.0,52.0,688,995,12766,6759,2490,2051,25749,0,0
관악구,삼성동,6,7,12,2,12,10,5,6,6,33,453298.3939,15258.17838,36080.65409,128802.1838,137405.0956,61904.32554,73847.95537,479334.7051,15852.46549,28676.74373,139717.3872,152935.6351,66187.4073,75965.06685,0,0,0,5,2,1,2,23003,9908,2.32,5017.06,HH,142.0,65.0,683,1258,4629,6596,3928,3720,20814,0,0
관악구,미성동,0,12,23,7,16,4,12,31,16,40,484521.6677,37740.7667,46766.94081,143422.6285,145269.6253,56221.80586,55099.8989,508167.6634,32257.86035,41920.13814,162247.4398,156658.1262,58222.44259,56861.65405,0,0,0,7,2,3,2,30902,13208,2.34,5017.06,HL,129.0,56.0,1475,2162,9107,9393,4746,3869,30752,0,0
관악구,난곡동,2,9,13,2,15,4,7,9,8,26,411449.7617,30375.06165,41145.8572,110852.8545,123879.3764,48195.5676,57001.0444,440276.3087,27205.19573,37570.10863,127138.5178,137937.0416,51437.71081,58987.73506,0,0,0,4,1,2,1,27311,12093,2.26,5017.06,HH,127.0,60.0,1069,1713,7637,8400,4275,3739,26833,0,0
서초구,서초1동,8,16,41,21,20,28,17,95,22,115,814954.9098,41910.15415,61433.1182,282582.9664,281687.034,75245.16331,72096.4731,662293.4127,46709.90781,66550.5108,201773.0343,220979.6547,62160.92365,64119.3811,1,1,0,2,2,0,0,19994,8666,2.31,11087.97,HH,134.0,57.0,1265,1919,6327,6811,2411,1994,20727,0,0
서초구,서초2동,14,16,54,28,27,38,14,92,33,119,1223324.453,57664.54889,76824.30062,501442.2929,423712.7263,87010.77937,76669.80301,847147.9718,51330.21574,68880.3486,311784.7183,279476.0756,68382.11408,67294.50135,0,0,0,3,1,1,1,19164,8559,2.24,11087.97,LL,116.0,52.0,2278,2527,8661,8623,2626,2141,26856,2,2
서초구,서초3동,31,21,47,58,74,68,20,160,37,239,1646292.533,62595.82707,125009.1853,602201.6699,594476.914,142678.4299,119330.509,1234033.167,68225.01915,118139.1424,407699.459,421225.627,115255.7528,103488.1676,0,0,0,4,1,1,2,30186,13207,2.29,10690.475,HH,135.0,57.0,1691,2723,10947,10047,3749,3240,32397,3,0
서초구,서초4동,9,17,32,33,52,46,14,79,10,116,1017739.062,62939.65713,98607.34249,384399.4427,325963.6018,75160.1975,70668.82108,871316.1412,63325.56973,105833.2587,309024.1842,269146.438,61723.0494,62263.63813,0,0,0,3,2,1,0,29570,10170,2.91,11087.97,HL,128.0,55.0,2662,4145,6736,11119,3088,2834,30584,2,2
서초구,잠원동,15,13,25,27,33,34,11,56,12,102,799344.9769,56677.17522,78951.6802,244625.4384,286583.7559,68448.96045,64057.96536,713798.8801,53187.94409,83570.73795,202335.7554,255526.5297,61021.01405,58156.89244,0,0,0,2,1,1,0,26985,10511,2.57,9797.19,HL,122.0,53.0,1798,3387,6621,9634,2902,2117,26459,2,0
서초구,반포본동,0,5,13,8,8,4,4,17,4,18,97393.6159,3837.813595,15137.08576,25914.54448,34571.56373,9851.140586,8081.468386,80279.51705,3181.910963,9288.821113,22500.78761,29397.4531,8908.371038,7002.1749,0,0,0,4,1,1,2,10870,3617,3.01,11426.04,HH,154.0,67.0,21,51,52,128,24,29,305,1,0
서초구,반포1동,12,10,19,11,27,25,9,42,14,68,789474.5589,64189.46047,70578.95463,280806.9353,260180.396,60456.89526,53261.91349,724827.6681,59784.71201,72373.79013,250221.6137,239167.3148,53505.2101,49775.02846,0,0,0,5,2,2,1,30904,13265,2.33,11426.04,LL,116.0,48.0,3141,4004,9797,11848,3284,2560,34634,1,0
서초구,반포2동,0,3,10,6,4,2,6,13,6,8,400333.89,53395.56005,71283.25893,75351.64855,135003.1819,33503.84508,31796.39527,384033.3016,43480.77603,63680.75541,79132.32041,136477.4282,30326.47623,30935.54751,0,0,0,3,2,1,0,15274,4649,3.29,11426.04,HH,144.0,70.0,1588,2895,2607,5938,1395,1400,15823,1,0
서초구,반포3동,1,9,18,3,9,4,9,18,12,36,585107.7273,51208.77369,75519.37785,131902.8556,209251.4177,56949.60877,60275.69403,614747.747,54049.16179,88726.91101,143050.5184,218608.2665,52924.1223,57388.76683,0,0,0,2,1,1,0,20730,7072,2.93,9797.19,HH,140.0,62.0,1768,3077,4669,8169,2279,2093,22055,0,0
서초구,반포4동,7,6,44,74,35,36,38,97,26,100,1084446.291,100710.9988,115811.5272,293045.1422,368490.8852,103895.1368,102492.5991,1048828.89,100531.285,124624.1133,287219.7705,352473.7947,92625.11588,91354.81146,1,1,0,1,0,1,0,18635,6608,2.82,11426.04,HH,155.0,66.0,1641,2329,4610,6816,2318,1867,19581,3,3
서초구,방배본동,5,9,20,20,28,25,16,53,9,50,423143.8192,31968.35903,55792.9829,98605.61102,148869.4296,41855.22656,46052.21066,419929.6682,32058.96028,58260.46653,94644.60779,149121.2479,40307.26051,45537.12714,0,0,0,1,1,0,0,19939,7400,2.69,10292.98,HL,129.0,54.0,1301,2847,4831,7389,2342,2133,20843,0,0
서초구,방배1동,15,16,25,16,16,16,12,52,19,65,503835.4628,36708.409,49356.64479,169227.955,151151.1794,49229.6766,48161.59784,443206.5816,39387.21646,43782.53901,135960.0986,132919.6731,45165.85471,45991.19759,0,0,0,1,1,0,0,16355,7058,2.32,10292.98,HL,126.0,55.0,1048,1323,5126,5289,2140,1970,16896,1,0
서초구,방배2동,9,5,20,19,24,17,16,55,6,74,516628.8569,32824.03335,41419.77973,164513.202,162266.8131,58250.5881,57354.44149,502085.2848,31599.78669,41167.70414,162133.3935,152977.8,56815.62258,57390.97799,0,0,0,3,1,1,1,19174,7790,2.46,10292.98,LH,119.0,57.0,1053,1549,5219,5793,2751,2266,18631,1,0
서초구,방배3동,1,7,11,10,4,7,9,38,5,22,430343.2567,30369.75185,53397.27743,114827.2774,135640.4639,48895.32703,47213.15952,406768.19,29037.72349,43316.02781,107130.6442,132311.5515,47724.64116,47247.60051,1,1,0,4,1,1,2,20002,7490,2.67,10292.98,HH,146.0,59.0,1222,1762,4295,5672,2588,2104,17643,0,0
서초구,방배4동,6,6,33,19,13,16,19,61,15,67,663555.9674,44704.10165,71053.84369,184699.642,222060.9302,69196.83628,71840.61454,619718.85,46321.93646,71993.72345,166096.1789,205835.5937,62555.59898,66915.81971,0,0,0,3,1,1,1,22676,9044,2.51,10292.98,HH,134.0,57.0,1464,2754,6131,8122,2513,2460,23444,0,0
서초구,양재1동,9,27,51,21,44,35,18,130,19,130,1395558.726,152456.1052,103458.0943,438357.605,462298.3636,123609.6151,115378.942,1126944.545,139382.6194,103340.7282,299753.4158,358020.9667,115952.6744,110494.1378,0,0,0,5,4,1,0,42688,16941,2.52,10627.835,HL,122.0,55.0,3100,4391,11241,13825,5803,4515,42875,0,0
서초구,양재2동,29,24,48,31,33,45,26,118,27,154,973466.027,50365.22394,50019.15789,353278.2257,364457.4608,91452.11511,63893.84337,787992.6622,51731.44894,51262.26635,262373.3167,274128.1064,85629.19845,62868.32353,0,0,0,3,1,1,1,21529,9866,2.18,8988.68,HL,144.0,54.0,1192,1519,7526,6944,2694,1894,21769,1,0
서초구,내곡동,3,3,9,2,1,3,2,29,1,28,618197.8458,89984.76308,35544.80247,164103.0921,205761.7293,64280.1664,58523.29328,585271.8199,96490.13854,40739.5487,142128.8271,180294.0731,65659.86805,59959.36331,0,0,0,2,1,1,0,17074,6669,2.56,10243.98,HH,123.0,66.0,1669,1414,4181,5493,2573,2173,17503,1,0
강남구,신사동,19,14,45,128,73,75,48,163,27,161,926669.7497,29280.65177,70343.54805,376405.1085,307234.8407,73837.84795,69567.75375,808447.8394,33092.75991,73378.35493,320576.9962,251809.4872,64752.42005,64837.82395,0,0,0,3,1,1,1,24976,9343,2.67,14764.935,LL,115.0,50.0,870,1569,4263,5235,1840,2165,15942,3,2
강남구,논현1동,32,27,41,74,64,73,19,152,26,232,1122061.614,22684.843,35740.71421,569199.4637,355165.0245,73639.08934,65632.47822,882575.8582,28359.23711,44362.54853,424420.6999,261870.746,64077.14275,59485.48471,0,0,0,1,1,0,0,22095,12828,1.72,13078.13,LL,113.0,50.0,614,834,10127,6577,2167,1977,22296,2,2
강남구,논현2동,34,27,70,130,83,71,37,173,50,293,1184943.176,42698.98219,43929.55547,549497.5218,402037.851,74349.25777,72430.00757,816792.9894,44715.22596,47811.42834,330340.877,267398.3533,62433.11963,64093.98606,1,1,0,2,1,1,0,20669,10294,2.01,13078.13,LL,109.0,50.0,986,1263,7565,6761,2202,2114,20891,1,0
강남구,압구정동,22,11,59,203,120,105,48,171,38,209,1064588.661,67336.34047,83748.19183,387442.6212,345909.9547,86264.81401,93886.73765,955573.8298,67562.69875,87544.66691,339882.1703,294670.3864,77452.82345,88461.08194,0,0,0,5,1,2,2,24976,9343,2.67,14764.935,LL,115.0,50.0,1899,2706,5820,8665,3153,3704,25947,1,0
강남구,청담동,6,13,27,178,75,94,33,128,19,209,1073963.243,59373.44697,64683.73146,409178.4269,368313.678,96091.84484,76322.1146,903778.7168,55867.64328,64514.47803,324010.2697,302041.1235,86199.59789,71145.60309,0,0,0,4,2,1,1,25054,10434,2.4,14058.2,LL,111.0,53.0,1867,2245,7380,8551,2960,2459,25462,1,0
강남구,삼성1동,21,22,48,76,28,62,42,147,33,185,1092016.8,28348.6076,51478.47277,482908.6497,402447.1019,75273.45036,51560.51724,767102.1206,38710.30405,60822.20091,302603.145,257344.8227,62155.53645,45466.11354,0,0,0,3,1,1,1,12698,5130,2.48,14687.22,HH,127.0,59.0,769,1210,3552,4240,1666,1410,12847,1,0
강남구,삼성2동,6,17,33,47,48,34,24,103,23,102,1049699.003,58357.0004,83954.69853,393354.0411,371405.3126,73009.18376,69618.76643,782139.8718,55547.4067,86321.27989,245565.0572,276872.2525,56930.96073,60902.91529,0,0,0,2,1,1,0,28212,12080,2.34,14687.22,LL,114.0,51.0,2181,3680,8787,11196,2623,2600,31067,6,6
강남구,대치1동,2,6,23,10,12,13,12,32,16,38,691233.511,64026.5188,203438.7474,106261.2739,219020.9855,48216.78542,50269.20009,690650.2119,57039.35926,203683.7639,103255.894,235943.1796,43973.92496,46754.09144,0,0,0,5,1,2,2,23521,7005,3.36,13523.29,HL,124.0,55.0,1576,5311,3687,9542,2082,1670,23868,0,0
강남구,대치2동,9,16,34,26,14,41,17,98,15,107,1251429.154,61765.18452,210236.7064,383048.5852,412692.6154,97259.09139,86426.97119,1002945.676,62145.06243,221851.2435,225497.4006,328542.1248,85312.78505,79597.0594,0,0,0,5,2,2,1,35404,12092,2.93,13523.29,HL,123.0,55.0,2066,6313,7627,13476,4516,3190,37188,2,0
강남구,대치4동,25,24,56,36,48,69,31,139,38,169,950846.0942,51234.09097,176596.0812,302420.7067,314928.0085,57662.4249,48004.78398,850742.8382,51978.74199,210604.5297,226956.9623,270656.4196,47957.90035,42588.28375,0,0,0,1,1,0,0,19547,9479,2.06,13523.29,LL,102.0,49.0,635,2454,6562,7070,1563,1393,19677,1,0
강남구,역삼1동,71,55,142,259,225,198,60,472,123,676,2854534.865,36887.45854,94099.25921,1513704.631,917560.7838,168928.1905,123354.5417,1871554.374,54653.86498,108811.3803,959970.7441,532182.4741,119864.6245,96071.28495,0,0,0,1,1,0,0,34491,21127,1.63,14566.28,LL,112.0,49.0,887,1486,17686,10392,2983,2346,35780,5,4
강남구,역삼2동,11,15,31,35,31,40,15,103,31,151,1416998.5,100815.9288,163294.4165,494461.0614,485309.9559,89512.16979,83604.9669,1125607.707,102045.4554,172734.076,318530.8425,393281.3117,68269.16579,70746.85849,0,0,0,4,1,2,1,34617,14111,2.45,14566.28,LL,108.0,49.0,2476,5774,9422,14340,2642,2609,37263,0,0
강남구,도곡1동,5,9,16,19,19,14,14,46,15,57,867247.4586,82229.11603,93336.14661,242550.1849,282252.6753,84677.5655,82201.771,777048.9336,79105.99659,92557.72109,195179.3232,254819.6999,78633.40163,76752.79104,0,0,0,4,1,2,1,20799,7894,2.63,10121.65,LL,119.0,54.0,1576,2429,5644,7194,2593,1915,21351,1,0
강남구,도곡2동,13,8,22,35,12,31,12,61,19,72,716074.0154,70219.59622,109386.2957,154966.2054,249947.1532,65469.29937,66085.46219,659564.7893,67754.3204,102445.1589,130581.4912,238923.5276,57425.02911,62435.25471,0,0,0,5,1,2,2,31740,10880,2.92,10121.65,HL,124.0,54.0,2526,4785,6819,11816,3613,3304,32863,2,2
강남구,개포1동,0,0,1,1,0,0,0,1,0,3,215220.1969,19226.20299,25626.49794,44944.9791,74270.47215,26225.40488,24926.6377,207313.1904,18015.54844,23448.16508,45459.8838,72344.42876,23884.37645,24160.78814,0,0,0,1,0,1,0,6053,2334,2.59,8492.84,HH,148.0,70.0,431,694,1411,2138,1198,1056,6928,0,0
강남구,개포2동,5,14,18,3,4,7,6,21,13,25,589672.245,48624.70961,99866.72792,116233.8743,192087.2519,64144.59413,68715.08672,582229.7083,42065.08841,81733.19604,125462.9975,202152.6509,61976.40824,68839.36946,0,0,0,8,4,1,3,21067,7463,2.82,9551.995,HH,125.0,59.0,2309,3579,6838,9805,3494,2251,28276,3,0
강남구,개포4동,3,11,7,9,11,19,18,46,11,37,387093.6275,28565.2429,41135.40096,107448.2163,132491.7897,43384.87438,34068.10418,365552.1947,24922.16374,37444.32181,101509.2774,125990.0502,41253.3972,34432.98233,0,0,0,3,2,0,1,19458,7890,2.47,8492.84,HL,135.0,54.0,1621,2280,6742,7962,3149,2009,23763,0,0
강남구,세곡동,5,19,14,7,20,15,15,47,16,59,1084281.42,198808.6268,134984.8667,229017.4624,312075.761,102808.3946,106586.3064,1090700.173,185728.1813,133721.6367,238553.5931,322711.4078,102450.5109,107534.8459,0,0,0,6,4,1,1,43088,16826,2.56,10956.94333,LL,77.0,48.0,3481,4938,11204,14133,5266,4447,43469,0,0
강남구,일원본동,1,4,10,1,0,3,10,10,6,16,616198.0693,59168.22571,88707.58362,127178.1772,191602.9812,74099.28352,75441.81294,570428.3455,55414.37249,81052.48701,112983.5577,187803.4479,65969.20126,67205.27476,0,0,0,3,1,0,2,22639,7506,3.02,11959.76,LH,119.0,57.0,1864,3312,4968,8089,3001,1829,23063,1,0
강남구,일원1동,3,16,13,4,17,10,5,26,10,25,372379.5496,18008.05137,29878.62664,106582.7246,118633.8222,51317.40774,47958.91691,356135.4363,19684.14109,30270.90901,101410.0865,110583.9059,48697.83934,45488.55325,0,0,0,4,2,1,1,15052,6898,2.18,11959.76,HH,128.0,56.0,646,1057,4291,4367,2579,2102,15042,0,0
강남구,일원2동,1,3,16,0,3,2,4,9,3,11,394514.9957,33962.23996,46026.00942,101023.7129,132112.0214,42804.53877,38586.47076,383557.9265,34072.99605,43940.18774,99358.51318,129453.44,39991.45138,36741.33989,0,0,0,0,0,0,0,16809,6927,2.43,10875.76,HH,136.0,57.0,1166,1714,4188,5615,2544,2248,17475,1,0
강남구,수서동,7,9,25,7,17,17,15,43,16,47,576609.309,37480.6566,38822.8909,155483.0909,185061.6672,75193.76765,84567.23576,497681.3683,39506.53621,31778.58675,130668.2495,150417.5275,66695.44927,78615.02059,0,0,0,6,2,2,2,14617,7420,1.97,13308.37,HH,132.0,62.0,593,522,3301,3640,3333,3141,14530,2,2
송파구,풍납1동,3,11,13,1,13,5,4,11,7,25,348451.4018,21881.40964,26266.56125,92299.21254,110145.9782,52676.52925,45181.71146,377489.2794,23786.32866,29363.99044,102549.2622,120489.6736,55241.85386,46058.1726,0,0,0,1,1,0,0,14533,6357,2.29,5283.76,HH,143.0,58.0,609,781,3314,4160,2442,1742,13048,0,0
송파구,풍납2동,6,11,11,3,9,10,11,24,6,37,902886.1214,61702.82775,64174.88485,270576.2305,298534.9877,106724.0775,101173.1154,742355.3873,53944.20985,59977.01851,218197.0648,235407.1488,88562.53783,86267.40964,0,0,0,6,2,3,1,24780,9929,2.5,5283.76,HH,143.0,58.0,1746,1935,7471,7579,3301,2449,24481,0,0
송파구,거여1동,6,13,7,1,15,6,8,21,10,34,293928.9965,19605.99609,28796.61146,77084.44307,97227.93561,36477.14862,34736.86217,308339.3162,19973.38234,29450.19498,84360.9838,102177.3931,37337.7977,35039.56364,0,0,0,2,1,0,1,12520,5075,2.47,5404.38,LL,118.0,51.0,508,884,3413,3949,2001,1561,12316,1,0
송파구,거여2동,7,4,13,3,9,11,5,15,6,17,419948.1985,31593.58097,36524.76321,108029.4349,136523.0647,54178.98195,53098.37226,436309.1077,32283.05876,39854.59604,114842.5117,142169.2756,54080.85981,53078.80318,0,0,0,2,1,1,0,16707,6846,2.44,5404.38,HH,124.0,58.0,1917,1805,6256,7653,3378,2655,23664,0,0
송파구,마천1동,2,8,14,2,19,2,4,10,2,32,278347.0725,22399.88777,25026.41856,62518.368,92293.83364,37685.65347,38422.91126,307760.8697,26275.39294,30873.57608,69259.11038,101915.5631,39504.63729,39932.59166,0,0,0,1,1,0,0,19141,7996,2.39,4974.27,HL,128.0,53.0,782,1489,4240,6094,3328,2823,18756,1,0
송파구,마천2동,6,13,24,14,10,14,14,16,12,40,333850.0453,21816.89405,24383.57062,80703.99588,107256.6109,52603.00108,47085.97136,365408.4577,24283.07444,28771.41645,90884.64866,116965.3336,55512.23796,48991.74566,0,0,0,1,1,0,0,19006,7877,2.41,4974.27,HH,129.0,56.0,670,1191,4296,5969,3488,2661,18275,0,0
송파구,방이1동,6,12,24,11,19,17,7,52,10,71,434063.219,43526.71458,63775.54723,105577.697,132219.2065,46805.2102,42158.84491,440110.3608,37202.54635,68478.82016,108616.5176,136855.4138,47002.05776,41955.00856,0,0,0,4,2,1,1,15513,5816,2.67,8640.37,LL,111.0,51.0,965,1521,4490,5073,2089,1398,15536,1,0
송파구,방이2동,21,15,33,24,74,51,16,61,15,168,888129.2505,51763.6931,51676.43676,358369.9661,277300.7771,82768.52234,66249.85235,876995.0941,54918.67421,57097.84435,374940.5052,245542.9768,79580.99569,64914.09499,0,0,0,1,0,1,0,25724,13425,1.92,8640.37,LL,114.0,52.0,1066,1143,11728,7277,3194,2181,26589,0,0
송파구,오륜동,0,2,7,4,2,2,8,17,3,11,424835.5448,23122.47765,60991.85724,100079.2864,130800.8101,54102.37507,55738.73795,470650.9197,25123.92251,62603.30941,116711.897,151047.8397,58613.20819,56550.74241,1,1,0,8,2,3,3,18040,5509,3.27,8640.37,HH,148.0,67.0,1084,2551,3617,6202,2636,1746,17836,2,2
송파구,오금동,11,9,16,9,25,18,14,69,13,67,864604.1796,86521.53115,103297.0389,206003.1241,268907.0582,106550.7616,93324.66502,857866.2636,70412.91151,88174.26765,216737.8476,279284.6725,108347.3076,94909.25905,0,0,0,9,3,4,2,38255,14452,2.65,6735.62,HL,124.0,55.0,2513,3000,10444,12143,5993,4054,38147,2,2
송파구,송파1동,13,14,28,58,31,49,14,97,22,133,700215.2283,49938.29142,53672.29879,258750.7241,207277.4947,69760.5545,60815.86654,722462.7146,52216.23605,55345.7174,285417.7574,203661.851,66657.5334,59163.61895,0,0,0,1,1,0,0,24181,11525,2.1,8696.54,LL,111.0,50.0,1068,1231,9770,6721,3070,2186,24046,0,0
송파구,송파2동,2,7,24,6,8,8,13,31,10,28,428913.3802,46016.587,61892.82215,104987.6155,123492.8663,48055.69431,44467.79457,422408.4963,36770.47144,48135.6461,113279.906,131462.7968,48573.4226,44186.25719,0,0,0,6,1,2,3,19634,7071,2.78,8696.54,LL,117.0,50.0,1406,1795,5244,6122,2739,1751,19057,0,0
송파구,석촌동,15,19,56,36,52,35,33,72,32,190,682628.6405,46084.52145,48692.09907,250614.0688,205666.318,71005.2501,60566.38213,696085.8042,41484.90274,48637.13056,265293.5833,208518.7998,70985.39603,61165.99095,0,0,0,1,1,0,0,32265,15768,2.05,9495.45,LL,111.0,51.0,1398,1741,12212,9474,4025,2857,31707,2,2
송파구,삼전동,15,18,23,13,13,24,11,65,28,100,694424.8455,55063.29474,55962.21225,247395.2558,205294.3557,66877.18322,63832.54516,720886.5457,55142.09696,58008.56774,263347.4867,212292.8077,67766.61295,64328.97386,0,0,0,3,1,1,1,30630,14804,2.07,9961.98,LL,112.0,50.0,1294,1894,11411,9196,3708,2516,30019,0,0
